Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,107.486,111.828,4.342,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,111.829,116.612,4.783,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,116.613,118.934,2.321,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,118.935,125.636,6.701,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,125.637,127.118,1.481,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,127.119,143.132,16.013,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,143.955,187.024,43.069,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,187.025,188.190,1.165,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,188.191,221.857,33.666,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,221.858,222.432,0.574,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,222.433,294.944,72.511,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,294.945,295.550,0.605,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,295.551,307.622,12.071,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,307.623,308.069,0.446,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,308.070,310.880,2.810,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,310.881,311.530,0.649,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,311.531,327.986,16.455,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,327.987,329.075,1.088,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,329.076,347.898,18.822,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,347.899,349.923,2.024,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,349.924,387.916,37.992,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,387.917,389.630,1.713,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,389.631,404.265,14.634,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,404.266,405.575,1.309,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,405.576,406.625,1.049,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,406.626,409.206,2.580,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,409.207,483.685,74.478,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,483.686,488.779,5.093,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,488.780,494.419,5.639,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,494.420,510.677,16.257,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,510.678,515.530,4.852,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,515.531,522.051,6.520,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,522.052,523.896,1.844,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,523.897,525.037,1.140,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,525.038,537.817,12.779,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,537.818,540.017,2.199,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,540.018,561.675,21.657,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,561.676,574.912,13.236,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,574.913,583.830,8.917,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,583.831,601.346,17.515,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,601.347,602.558,1.211,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,602.559,613.323,10.764,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,613.324,623.663,10.339,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,623.664,635.438,11.774,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,636.392,658.045,21.653,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,658.046,668.643,10.597,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,668.644,674.698,6.054,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,674.699,682.318,7.619,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,682.319,691.630,9.311,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,691.631,713.675,22.044,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,713.676,715.921,2.245,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,715.922,723.837,7.915,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,723.838,749.071,25.233,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,749.072,754.507,5.435,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,754.508,756.340,1.832,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,756.341,759.499,3.158,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,759.500,764.663,5.163,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,764.664,768.643,3.979,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,768.644,771.402,2.758,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,771.403,783.221,11.818,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,783.222,787.230,4.008,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,787.231,802.846,15.615,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,802.847,814.700,11.853,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,814.701,879.522,64.821,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,879.523,884.413,4.890,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,884.414,888.505,4.091,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,888.506,889.419,0.913,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,889.420,895.236,5.816,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,895.237,898.396,3.159,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,898.397,901.819,3.422,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,901.820,904.636,2.816,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,904.637,938.328,33.691,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,938.329,941.794,3.465,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,941.795,949.064,7.269,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,949.065,956.097,7.032,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,956.098,961.636,5.538,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,961.637,964.255,2.618,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,964.256,967.663,3.407,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,967.664,980.552,12.888,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,980.553,990.055,9.502,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,990.056,994.983,4.927,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,994.984,1013.971,18.987,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1013.972,1028.373,14.401,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1028.374,1037.194,8.820,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1037.195,1088.295,51.100,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1088.296,1098.719,10.423,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1098.720,1109.411,10.691,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1109.412,1134.525,25.113,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1134.526,1172.573,38.047,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1172.574,1190.831,18.257,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1190.832,1232.931,42.099,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1232.932,1234.202,1.270,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1234.203,1235.855,1.652,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1235.856,1267.485,31.629,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1267.486,1285.702,18.216,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1285.703,1286.284,0.581,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1286.285,1307.445,21.160,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1307.446,1315.190,7.744,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1315.191,1334.340,19.149,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1334.341,1343.751,9.410,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1343.752,1349.391,5.639,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1349.392,1387.139,37.747,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1387.140,1389.619,2.479,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1389.620,1398.897,9.277,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1398.898,1403.579,4.681,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1403.580,1408.190,4.610,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1408.191,1413.268,5.077,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1413.269,1444.048,30.779,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1444.049,1445.549,1.500,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1445.550,1461.577,16.027,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1461.578,1467.851,6.273,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1467.852,1473.542,5.690,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1473.543,1479.201,5.658,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1479.202,1502.634,23.432,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1502.635,1505.713,3.078,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1505.714,1507.427,1.713,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1507.428,1510.066,2.638,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1510.067,1516.369,6.302,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1516.370,1530.490,14.120,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1530.491,1532.095,1.604,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1532.096,1550.368,18.272,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1550.369,1552.514,2.145,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1552.515,1563.301,10.786,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1563.302,1573.894,10.592,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1573.895,1575.277,1.382,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,out of sight,Not defined,STATE,1575.278,1592.212,16.934,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,stop panting,Not defined,STATE,1592.213,1604.053,11.840,NA,,,,,,
U,2025-04-07 21:45:41.002,timestamp date time: 2023-05-06; 15:29:30,Live observation,NA,0.0,1799.129,NA,NA,No focal subject,1797.192,panting,Not defined,STATE,1604.054,1608.226,4.172,NA,,,,,,
